I, [2024-11-02T14:50:33.139619 #66487]  INFO -- : Application started
I, [2024-11-10T21:02:27.275681 #47598]  INFO -- : Створено об'єкт RentalItem: Оренда: Ціна: 10796 грн, Адреса: Apt. 736 45766 Vance Park, North Irvin, FL 24647, Площа: 33 м², Кімнат: 3, Зображення: images/quia.jpg
I, [2024-11-10T21:02:27.275716 #47598]  INFO -- : Initialized Cart instance with output directory: output
I, [2024-11-10T21:02:27.276027 #47598]  INFO -- : Ініціалізовано об'єкт RentalItem з адресою 99125 Elizabet Turnpike, Lake Ralphborough, SD 15833
I, [2024-11-10T21:02:27.276047 #47598]  INFO -- : Added item: Оренда: Ціна: 15129 грн, Адреса: 99125 Elizabet Turnpike, Lake Ralphborough, SD 15833, Площа: 109 м², Кімнат: 2, Зображення: images/nihil.jpg
I, [2024-11-10T21:02:27.276264 #47598]  INFO -- : Ініціалізовано об'єкт RentalItem з адресою 5690 Doyle Grove, Hahntown, ID 20746-0127
I, [2024-11-10T21:02:27.276274 #47598]  INFO -- : Added item: Оренда: Ціна: 9322 грн, Адреса: 5690 Doyle Grove, Hahntown, ID 20746-0127, Площа: 177 м², Кімнат: 4, Зображення: images/quis.jpg
I, [2024-11-10T21:02:27.276539 #47598]  INFO -- : Ініціалізовано об'єкт RentalItem з адресою 476 Sylvia Park, Fadelfurt, VA 98272
I, [2024-11-10T21:02:27.276549 #47598]  INFO -- : Added item: Оренда: Ціна: 6420 грн, Адреса: 476 Sylvia Park, Fadelfurt, VA 98272, Площа: 74 м², Кімнат: 4, Зображення: images/quia.jpg
I, [2024-11-10T21:02:27.276780 #47598]  INFO -- : Ініціалізовано об'єкт RentalItem з адресою Suite 823 6813 Mohr Course, Herbtown, VA 99636-4945
I, [2024-11-10T21:02:27.276790 #47598]  INFO -- : Added item: Оренда: Ціна: 18534 грн, Адреса: Suite 823 6813 Mohr Course, Herbtown, VA 99636-4945, Площа: 75 м², Кімнат: 2, Зображення: images/asperiores.jpg
I, [2024-11-10T21:02:27.277050 #47598]  INFO -- : Ініціалізовано об'єкт RentalItem з адресою Apt. 734 448 Toy Bypass, South Marielfort, WA 34914-8892
I, [2024-11-10T21:02:27.277059 #47598]  INFO -- : Added item: Оренда: Ціна: 10612 грн, Адреса: Apt. 734 448 Toy Bypass, South Marielfort, WA 34914-8892, Площа: 119 м², Кімнат: 1, Зображення: images/hic.jpg
I, [2024-11-10T21:02:27.277306 #47598]  INFO -- : Ініціалізовано об'єкт RentalItem з адресою 37855 Bashirian Trail, Quinnborough, GA 00808-9391
I, [2024-11-10T21:02:27.277314 #47598]  INFO -- : Added item: Оренда: Ціна: 13612 грн, Адреса: 37855 Bashirian Trail, Quinnborough, GA 00808-9391, Площа: 150 м², Кімнат: 2, Зображення: images/ratione.jpg
I, [2024-11-10T21:02:27.277630 #47598]  INFO -- : Ініціалізовано об'єкт RentalItem з адресою Apt. 262 4456 Rodney Rue, Piperville, CA 28761-1317
I, [2024-11-10T21:02:27.277638 #47598]  INFO -- : Added item: Оренда: Ціна: 14954 грн, Адреса: Apt. 262 4456 Rodney Rue, Piperville, CA 28761-1317, Площа: 123 м², Кімнат: 5, Зображення: images/est.jpg
I, [2024-11-10T21:02:27.277856 #47598]  INFO -- : Ініціалізовано об'єкт RentalItem з адресою 265 Willie Manors, Moenfort, WA 20313-4914
I, [2024-11-10T21:02:27.277871 #47598]  INFO -- : Added item: Оренда: Ціна: 17893 грн, Адреса: 265 Willie Manors, Moenfort, WA 20313-4914, Площа: 114 м², Кімнат: 4, Зображення: images/et.jpg
I, [2024-11-10T21:02:27.278107 #47598]  INFO -- : Ініціалізовано об'єкт RentalItem з адресою 37411 O'Hara Terrace, Lake Lareeberg, TN 01555-9588
I, [2024-11-10T21:02:27.278115 #47598]  INFO -- : Added item: Оренда: Ціна: 10510 грн, Адреса: 37411 O'Hara Terrace, Lake Lareeberg, TN 01555-9588, Площа: 190 м², Кімнат: 4, Зображення: images/voluptatem.jpg
I, [2024-11-10T21:02:27.278424 #47598]  INFO -- : Ініціалізовано об'єкт RentalItem з адресою Suite 626 8707 Derick Junctions, Lake Raymonfort, NV 15321
I, [2024-11-10T21:02:27.278432 #47598]  INFO -- : Added item: Оренда: Ціна: 15689 грн, Адреса: Suite 626 8707 Derick Junctions, Lake Raymonfort, NV 15321, Площа: 87 м², Кімнат: 3, Зображення: images/qui.jpg
I, [2024-11-10T21:02:27.278438 #47598]  INFO -- : Generated 10 test items
I, [2024-11-10T21:02:27.279310 #47598]  INFO -- : Saved items to output/items.txt
I, [2024-11-10T21:02:27.279532 #47598]  INFO -- : Saved items to output/items.csv
I, [2024-11-10T21:02:27.279636 #47598]  INFO -- : Saved items to output/items.json
I, [2024-11-10T21:02:27.281032 #47598]  INFO -- : Saved items to output/items_yml as YAML files
I, [2024-11-10T21:02:27.281654 #47598]  INFO -- : Application started
I, [2024-11-10T21:02:27.282010 #47598]  INFO -- : Ініціалізовано об'єкт RentalItem з адресою 9397 Edward Stream, South Gale, MS 83177-5192
I, [2024-11-10T21:02:27.282031 #47598]  INFO -- : Створено об'єкт RentalItem: Оренда: Ціна: 17203 грн, Адреса: 9397 Edward Stream, South Gale, MS 83177-5192, Площа: 105 м², Кімнат: 4, Зображення: images/in.jpg
I, [2024-11-10T21:02:27.282055 #47598]  INFO -- : Initialized Cart instance with output directory: output
I, [2024-11-10T21:02:27.282338 #47598]  INFO -- : Ініціалізовано об'єкт RentalItem з адресою Apt. 119 3384 Carter Well, Burlland, WY 99318-2193
I, [2024-11-10T21:02:27.282349 #47598]  INFO -- : Added item: Оренда: Ціна: 9216 грн, Адреса: Apt. 119 3384 Carter Well, Burlland, WY 99318-2193, Площа: 175 м², Кімнат: 2, Зображення: images/et.jpg
I, [2024-11-10T21:02:27.282677 #47598]  INFO -- : Ініціалізовано об'єкт RentalItem з адресою Suite 630 940 Frami Trail, Irwinton, NM 14852
I, [2024-11-10T21:02:27.282687 #47598]  INFO -- : Added item: Оренда: Ціна: 17098 грн, Адреса: Suite 630 940 Frami Trail, Irwinton, NM 14852, Площа: 112 м², Кімнат: 1, Зображення: images/est.jpg
I, [2024-11-10T21:02:27.282931 #47598]  INFO -- : Ініціалізовано об'єкт RentalItem з адресою 2739 Joni Manors, Kohlerville, NH 59675-3266
I, [2024-11-10T21:02:27.282944 #47598]  INFO -- : Added item: Оренда: Ціна: 13240 грн, Адреса: 2739 Joni Manors, Kohlerville, NH 59675-3266, Площа: 104 м², Кімнат: 1, Зображення: images/eligendi.jpg
I, [2024-11-10T21:02:27.283213 #47598]  INFO -- : Ініціалізовано об'єкт RentalItem з адресою Suite 252 80920 Jennette Square, Okunevamouth, ND 56390
I, [2024-11-10T21:02:27.283225 #47598]  INFO -- : Added item: Оренда: Ціна: 6069 грн, Адреса: Suite 252 80920 Jennette Square, Okunevamouth, ND 56390, Площа: 76 м², Кімнат: 5, Зображення: images/est.jpg
I, [2024-11-10T21:02:27.283498 #47598]  INFO -- : Ініціалізовано об'єкт RentalItem з адресою Apt. 396 5534 Murphy Port, Port Ezra, AL 14649
I, [2024-11-10T21:02:27.283506 #47598]  INFO -- : Added item: Оренда: Ціна: 14510 грн, Адреса: Apt. 396 5534 Murphy Port, Port Ezra, AL 14649, Площа: 163 м², Кімнат: 2, Зображення: images/at.jpg
I, [2024-11-10T21:02:27.283780 #47598]  INFO -- : Ініціалізовано об'єкт RentalItem з адресою Apt. 419 629 Mante Mission, Aleshiaton, IL 43629
I, [2024-11-10T21:02:27.283795 #47598]  INFO -- : Added item: Оренда: Ціна: 7824 грн, Адреса: Apt. 419 629 Mante Mission, Aleshiaton, IL 43629, Площа: 126 м², Кімнат: 3, Зображення: images/corporis.jpg
I, [2024-11-10T21:02:27.284081 #47598]  INFO -- : Ініціалізовано об'єкт RentalItem з адресою 7689 Cassie Knoll, Herzogshire, CO 62202-8598
I, [2024-11-10T21:02:27.284093 #47598]  INFO -- : Added item: Оренда: Ціна: 10780 грн, Адреса: 7689 Cassie Knoll, Herzogshire, CO 62202-8598, Площа: 51 м², Кімнат: 5, Зображення: images/ea.jpg
I, [2024-11-10T21:02:27.284415 #47598]  INFO -- : Ініціалізовано об'єкт RentalItem з адресою 177 Polly Estate, Jaymouth, ND 25062
I, [2024-11-10T21:02:27.284432 #47598]  INFO -- : Added item: Оренда: Ціна: 13598 грн, Адреса: 177 Polly Estate, Jaymouth, ND 25062, Площа: 113 м², Кімнат: 1, Зображення: images/voluptatum.jpg
I, [2024-11-10T21:02:27.284699 #47598]  INFO -- : Ініціалізовано об'єкт RentalItem з адресою Suite 423 55087 King Wall, South Gay, MN 32905-1463
I, [2024-11-10T21:02:27.284710 #47598]  INFO -- : Added item: Оренда: Ціна: 12766 грн, Адреса: Suite 423 55087 King Wall, South Gay, MN 32905-1463, Площа: 183 м², Кімнат: 1, Зображення: images/aspernatur.jpg
I, [2024-11-10T21:02:27.284961 #47598]  INFO -- : Ініціалізовано об'єкт RentalItem з адресою 685 Hessel Square, East Annaleeborough, AR 03743
I, [2024-11-10T21:02:27.284970 #47598]  INFO -- : Added item: Оренда: Ціна: 6870 грн, Адреса: 685 Hessel Square, East Annaleeborough, AR 03743, Площа: 174 м², Кімнат: 1, Зображення: images/ipsa.jpg
I, [2024-11-10T21:02:27.284976 #47598]  INFO -- : Generated 10 test items
I, [2024-11-10T21:02:27.285160 #47598]  INFO -- : Saved items to output/items.txt
I, [2024-11-10T21:02:27.285305 #47598]  INFO -- : Saved items to output/items.csv
I, [2024-11-10T21:02:27.285392 #47598]  INFO -- : Saved items to output/items.json
I, [2024-11-10T21:02:27.286276 #47598]  INFO -- : Saved items to output/items_yml as YAML files
I, [2024-11-10T21:14:19.705462 #49875]  INFO -- : Application started
I, [2024-11-10T21:14:20.251137 #49875]  INFO -- : Ініціалізовано об'єкт RentalItem з адресою 4040 Bradford Ridge, North Alphonsoberg, MO 73548-4250
I, [2024-11-10T21:14:20.251179 #49875]  INFO -- : Створено об'єкт RentalItem: Оренда: Ціна: 8141 грн, Адреса: 4040 Bradford Ridge, North Alphonsoberg, MO 73548-4250, Площа: 163 м², Кімнат: 5, Зображення: images/exercitationem.jpg
I, [2024-11-10T21:14:20.251217 #49875]  INFO -- : Initialized Cart instance with output directory: output
I, [2024-11-10T21:14:20.251489 #49875]  INFO -- : Ініціалізовано об'єкт RentalItem з адресою 80066 Magan Roads, Brittnishire, GA 51740-1861
I, [2024-11-10T21:14:20.251507 #49875]  INFO -- : Added item: Оренда: Ціна: 16262 грн, Адреса: 80066 Magan Roads, Brittnishire, GA 51740-1861, Площа: 156 м², Кімнат: 1, Зображення: images/et.jpg
I, [2024-11-10T21:14:20.251693 #49875]  INFO -- : Ініціалізовано об'єкт RentalItem з адресою 16166 Botsford Isle, Effertzton, UT 87368-2162
I, [2024-11-10T21:14:20.251820 #49875]  INFO -- : Added item: Оренда: Ціна: 6393 грн, Адреса: 16166 Botsford Isle, Effertzton, UT 87368-2162, Площа: 185 м², Кімнат: 4, Зображення: images/accusamus.jpg
I, [2024-11-10T21:14:20.252046 #49875]  INFO -- : Ініціалізовано об'єкт RentalItem з адресою Suite 232 4324 Chung Ports, Beerberg, GA 30328
I, [2024-11-10T21:14:20.252055 #49875]  INFO -- : Added item: Оренда: Ціна: 5253 грн, Адреса: Suite 232 4324 Chung Ports, Beerberg, GA 30328, Площа: 91 м², Кімнат: 4, Зображення: images/molestiae.jpg
I, [2024-11-10T21:14:20.252311 #49875]  INFO -- : Ініціалізовано об'єкт RentalItem з адресою 2912 Kimbery Forges, Port Laraview, HI 70281-0719
I, [2024-11-10T21:14:20.252323 #49875]  INFO -- : Added item: Оренда: Ціна: 15967 грн, Адреса: 2912 Kimbery Forges, Port Laraview, HI 70281-0719, Площа: 131 м², Кімнат: 4, Зображення: images/autem.jpg
I, [2024-11-10T21:14:20.252656 #49875]  INFO -- : Ініціалізовано об'єкт RentalItem з адресою Suite 731 593 Waelchi Parkway, Deboraville, OR 69711
I, [2024-11-10T21:14:20.252666 #49875]  INFO -- : Added item: Оренда: Ціна: 9389 грн, Адреса: Suite 731 593 Waelchi Parkway, Deboraville, OR 69711, Площа: 60 м², Кімнат: 5, Зображення: images/enim.jpg
I, [2024-11-10T21:14:20.252918 #49875]  INFO -- : Ініціалізовано об'єкт RentalItem з адресою 14922 Kathleen River, Port Lukemouth, KY 16762-2511
I, [2024-11-10T21:14:20.252927 #49875]  INFO -- : Added item: Оренда: Ціна: 7494 грн, Адреса: 14922 Kathleen River, Port Lukemouth, KY 16762-2511, Площа: 181 м², Кімнат: 1, Зображення: images/a.jpg
I, [2024-11-10T21:14:20.253103 #49875]  INFO -- : Ініціалізовано об'єкт RentalItem з адресою Apt. 714 463 Moore Throughway, Lemkebury, NC 01880-9871
I, [2024-11-10T21:14:20.253111 #49875]  INFO -- : Added item: Оренда: Ціна: 7553 грн, Адреса: Apt. 714 463 Moore Throughway, Lemkebury, NC 01880-9871, Площа: 79 м², Кімнат: 5, Зображення: images/autem.jpg
I, [2024-11-10T21:14:20.253354 #49875]  INFO -- : Ініціалізовано об'єкт RentalItem з адресою 98526 Kim Cliffs, Bernardinefort, NE 58344-4167
I, [2024-11-10T21:14:20.253362 #49875]  INFO -- : Added item: Оренда: Ціна: 18865 грн, Адреса: 98526 Kim Cliffs, Bernardinefort, NE 58344-4167, Площа: 184 м², Кімнат: 3, Зображення: images/odio.jpg
I, [2024-11-10T21:14:20.253606 #49875]  INFO -- : Ініціалізовано об'єкт RentalItem з адресою 2456 Nick Mall, Port Randolphshire, NY 64209
I, [2024-11-10T21:14:20.253614 #49875]  INFO -- : Added item: Оренда: Ціна: 16825 грн, Адреса: 2456 Nick Mall, Port Randolphshire, NY 64209, Площа: 140 м², Кімнат: 1, Зображення: images/qui.jpg
I, [2024-11-10T21:14:20.253824 #49875]  INFO -- : Ініціалізовано об'єкт RentalItem з адресою Apt. 193 38363 Weissnat Cliffs, Antoniettaborough, PA 31136
I, [2024-11-10T21:14:20.253832 #49875]  INFO -- : Added item: Оренда: Ціна: 11096 грн, Адреса: Apt. 193 38363 Weissnat Cliffs, Antoniettaborough, PA 31136, Площа: 132 м², Кімнат: 5, Зображення: images/maiores.jpg
I, [2024-11-10T21:14:20.253839 #49875]  INFO -- : Generated 10 test items
I, [2024-11-10T21:14:20.254403 #49875]  INFO -- : Saved items to output/items.txt
I, [2024-11-10T21:14:20.254630 #49875]  INFO -- : Saved items to output/items.csv
I, [2024-11-10T21:14:20.254921 #49875]  INFO -- : Saved items to output/items.json
I, [2024-11-10T21:14:20.256688 #49875]  INFO -- : Saved items to output/items_yml as YAML files
I, [2024-11-10T21:14:20.257396 #49875]  INFO -- : Application started
I, [2024-11-10T21:14:20.257691 #49875]  INFO -- : Ініціалізовано об'єкт RentalItem з адресою 56114 Casper Estates, South Beabury, AK 67997
I, [2024-11-10T21:14:20.257707 #49875]  INFO -- : Створено об'єкт RentalItem: Оренда: Ціна: 13713 грн, Адреса: 56114 Casper Estates, South Beabury, AK 67997, Площа: 180 м², Кімнат: 4, Зображення: images/suscipit.jpg
I, [2024-11-10T21:14:20.257724 #49875]  INFO -- : Initialized Cart instance with output directory: output
I, [2024-11-10T21:14:20.258060 #49875]  INFO -- : Ініціалізовано об'єкт RentalItem з адресою 83663 Ezequiel Prairie, Ernserburgh, ID 02978-3012
I, [2024-11-10T21:14:20.258072 #49875]  INFO -- : Added item: Оренда: Ціна: 7177 грн, Адреса: 83663 Ezequiel Prairie, Ernserburgh, ID 02978-3012, Площа: 67 м², Кімнат: 4, Зображення: images/sed.jpg
